date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,has_basement,log_price,log_sqft_living,log_sqft_lot
12-08-2014,380000.0,4,2,2500,11070,1.0,0,2,4,8,1300,1200,1964,0,98003,47.336,-122.334,2500,11070,Com Porão,12.847929163278053,7.824445930877619,9.312084355859467
14-08-2014,540000.0,4,1,2260,19500,1.0,0,2,3,8,1450,810,1971,0,98074,47.6555,-122.086,2980,19500,Com Porão,13.199326270390594,7.72356247227797,9.87822102528824
17-06-2014,738500.0,3,2,2300,6009,1.0,0,0,3,8,2300,0,2005,0,98053,47.7067,-122.013,1640,5931,Sem Porão,13.512377735048796,7.741099090035366,8.701180027529253
29-01-2015,206000.0,3,1,1060,10350,1.0,0,0,4,7,1060,0,1980,0,98038,47.365,-122.028,1500,9660,Sem Porão,12.235636302128867,6.966967138613983,9.24483841238375
17-03-2015,265000.0,2,1,940,9458,1.0,0,0,3,6,940,0,1948,0,98155,47.7523,-122.311,1450,9458,Sem Porão,12.487488878546145,6.846943139585379,9.15472194821317
28-06-2014,339900.0,3,1,1200,9087,1.0,0,0,5,7,1200,0,1969,0,98056,47.5234,-122.177,1250,11826,Sem Porão,12.736409677721657,7.0909098220799835,9.114710140960932
01-08-2014,416500.0,3,1,1100,4184,1.0,0,0,4,7,1100,0,1965,0,98136,47.5309,-122.382,1630,4366,Sem Porão,12.939644141546536,7.00397413672268,8.339261982923576
07-04-2015,575000.0,4,2,2890,9775,2.0,0,2,3,8,2890,0,2004,0,98065,47.5339,-121.854,2640,7184,Sem Porão,13.26212705890841,7.969357742016346,9.187685681411377
09-06-2014,385000.0,3,1,1230,7500,1.0,0,0,3,7,1230,0,1987,0,98034,47.7316,-122.224,1930,8747,Sem Porão,12.861001210669146,7.115582126184454,8.922791623969637
09-10-2014,253000.0,3,1,1030,6250,1.0,0,0,3,7,1030,0,1960,1997,98056,47.4988,-122.168,1160,7250,Sem Porão,12.441148720271016,6.93828448401696,8.740496729931813
02-09-2014,460000.0,3,1,1140,4600,1.0,0,0,3,7,1140,0,1942,0,98103,47.6897,-122.337,1370,5000,Sem Porão,13.038983942375959,7.039660349862076,8.434028950155469
07-08-2014,1445000.0,4,2,3200,3600,3.0,0,3,4,9,2600,600,1997,0,98119,47.632,-122.369,2490,4080,Com Porão,14.183620571569953,8.071218539969863,8.188966863648876
04-03-2015,492000.0,2,1,950,6000,1.0,0,0,3,7,950,0,1942,0,98115,47.6897,-122.294,1440,6000,Sem Porão,13.106236027992704,6.85751406254539,8.699681400989514
16-10-2014,275000.0,4,2,1960,30480,1.0,0,2,4,7,1060,900,1972,0,98022,47.1924,-121.988,1460,8914,Com Porão,12.524530013005734,7.581209826196346,10.32485881766135
21-05-2014,542500.0,5,3,3010,1074218,1.5,0,0,5,8,2010,1000,1931,0,98027,47.4564,-122.004,2450,68825,Com Porão,13.203945207713025,8.010027528481734,13.88710444387853
01-07-2014,345000.0,2,1,1080,7775,1.0,0,0,3,6,1080,0,1955,0,98136,47.5447,-122.394,1730,7350,Sem Porão,12.75130259456002,6.985641817639208,8.958797346140274
21-04-2015,575000.0,4,2,2730,35075,1.0,0,0,3,8,1530,1200,1979,0,98072,47.7726,-122.139,2310,35000,Com Porão,13.26212705890841,7.912423121473705,10.465272414899246
04-05-2015,275000.0,5,2,2570,17234,1.0,0,0,3,7,1300,1270,1959,0,98133,47.7753,-122.355,1760,7969,Com Porão,12.524530013005734,7.852050207265889,9.754697478950966
01-04-2015,2538000.0,4,3,4350,6000,2.0,0,0,5,10,2970,1380,1908,0,98112,47.6277,-122.286,4190,7200,Com Porão,14.746887321267424,8.37816098272068,8.699681400989514
09-09-2014,830000.0,3,3,3820,145054,2.0,0,3,3,9,2870,950,1999,0,98045,47.4419,-121.736,2500,95950,Com Porão,13.629182184591333,8.2482674474469,11.884868259827556
21-11-2014,640000.0,4,2,2260,5172,2.0,0,0,3,9,2260,0,2004,0,98052,47.7047,-122.128,2680,5172,Sem Porão,13.369225017834633,7.72356247227797,8.551208070003515
14-10-2014,702000.0,4,2,3880,15025,2.0,0,0,3,7,3880,0,2004,0,98053,47.6777,-122.035,2620,5300,Sem Porão,13.461690107508359,8.263848131368906,9.617537312929105
19-11-2014,960000.0,3,2,2010,6857,1.0,0,0,4,9,1450,560,1955,0,98102,47.6402,-122.314,2380,6370,Com Porão,13.774689605110144,7.606387389772652,8.833171133022866
29-04-2015,190000.0,3,1,950,7610,1.0,0,0,3,7,950,0,1983,0,98092,47.3188,-122.174,1360,7938,Sem Porão,12.154784614286667,6.85751406254539,8.937349848267392
09-10-2014,500000.0,3,2,1730,13040,1.0,0,0,4,8,1290,440,1988,0,98052,47.6809,-122.119,1730,11016,Com Porão,13.122365377402328,7.456454555176209,9.475853519656901
14-07-2014,529000.0,3,2,3070,22098,2.0,0,0,3,9,3070,0,1995,0,98059,47.4724,-122.147,3070,21803,Sem Porão,13.178745601197818,8.029758520440822,10.003287637613305
13-06-2014,435000.0,3,1,1500,8173,1.0,0,0,3,7,1500,0,1997,0,98034,47.7293,-122.227,1970,8173,Sem Porão,12.983103608918753,7.313886831633462,9.008713664124222
03-03-2015,670000.0,3,1,2160,5760,1.0,0,0,4,8,1260,900,1954,0,98136,47.5346,-122.391,2090,5760,Com Porão,13.415034483903348,7.6783263565068856,8.658866349732383
07-05-2015,365000.0,3,2,1960,1985,2.0,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.289,1760,1985,Com Porão,12.807655372286902,7.581209826196346,7.593877844605118
04-12-2014,1270000.0,5,3,3950,9520,1.0,0,0,3,9,2250,1700,1953,2002,98004,47.6363,-122.207,1890,9520,Com Porão,14.054528245836039,8.281723990411392,9.161255164285691
25-09-2014,465000.0,3,1,1100,145490,1.5,0,0,4,6,1100,0,1915,0,98024,47.5697,-121.898,1100,11610,Sem Porão,13.049794835104816,7.00397413672268,11.887869508010441
07-01-2015,285000.0,3,1,1400,7582,1.0,0,0,3,7,1400,0,1956,0,98148,47.4536,-122.33,1280,7872,Sem Porão,12.560247968016562,7.244941546337007,8.933664178700935
05-02-2015,219950.0,3,1,1020,4960,1.5,0,0,3,6,920,100,1926,0,98118,47.5328,-122.275,1230,7335,Com Porão,12.301160073254369,6.928537818164665,8.509362612301048
17-11-2014,220000.0,3,1,1600,10548,1.0,0,0,4,7,1600,0,1962,0,98001,47.2925,-122.284,2880,13609,Sem Porão,12.301387370778713,7.3783837129967145,9.263786347681808
20-10-2014,1112750.0,5,3,3090,3600,2.0,0,0,3,9,2060,1030,2000,0,98112,47.6217,-122.309,2240,3904,Com Porão,13.922345885552152,8.036249942132116,8.188966863648876
17-04-2015,694000.0,2,2,2320,9311,1.0,0,0,3,8,2320,0,2007,0,98053,47.7226,-122.03,1680,4765,Sem Porão,13.450228680410094,7.749753406274437,9.139059169971219
03-04-2015,620000.0,3,2,2440,10363,2.0,0,0,3,9,2440,0,1988,0,98029,47.5634,-122.016,2500,10728,Sem Porão,13.3374763699232,7.80016307039296,9.246093541682
21-08-2014,415000.0,3,1,2020,19210,1.0,0,0,3,6,1760,260,1949,0,98028,47.7552,-122.229,1780,14469,Com Porão,12.936036208848487,7.611347717403621,9.863238310628443
23-02-2015,765000.0,3,3,3270,38088,2.0,0,0,3,10,3270,0,1992,0,98053,47.6692,-122.028,1870,37457,Sem Porão,13.547632419997361,8.092851027538384,10.547680805518146
15-07-2014,864000.0,4,1,2260,6600,1.0,0,0,5,8,1220,1040,1948,0,98115,47.6753,-122.278,2240,6600,Com Porão,13.66932920519293,7.72356247227797,8.79497643168877
04-12-2014,385000.0,5,2,2020,4000,2.0,0,0,3,7,2020,0,1950,0,98144,47.5799,-122.305,1960,4000,Sem Porão,12.861001210669146,7.611347717403621,8.294299608857235
13-01-2015,725000.0,3,1,1000,19969,1.0,0,0,3,7,1000,0,1951,0,98033,47.6745,-122.197,1370,7962,Sem Porão,13.493928313146206,6.90875477931522,9.901986426409861
17-06-2014,545000.0,4,2,2030,11585,1.0,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977,Com Porão,13.208542908506082,7.616283561580385,9.35755275165657
11-04-2015,299900.0,3,1,1730,9893,1.0,0,0,4,9,1730,0,1988,0,98042,47.3747,-122.164,2120,9108,Sem Porão,12.611207699176356,7.456454555176209,9.199683791787654
07-05-2015,639500.0,3,1,2010,8072,1.0,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055,Sem Porão,13.36844346372147,7.606387389772652,8.996280439395015
17-03-2015,345000.0,4,1,1540,7168,1.0,0,0,3,7,1160,380,1964,0,98055,47.455,-122.198,1540,7176,Com Porão,12.75130259456002,7.340186835320115,8.877521453852872
16-03-2015,345000.0,2,1,960,2700,1.0,0,0,3,6,780,180,1904,0,98144,47.6013,-122.299,1400,3000,Com Porão,12.75130259456002,6.8679744089702925,7.901377353792616
21-04-2015,600000.0,3,2,1460,2800,1.0,0,0,4,7,730,730,1921,0,98105,47.67,-122.295,1780,4560,Com Porão,13.304686600863562,7.2868764117507,7.937731775260109
04-11-2014,355000.0,4,1,2160,7417,1.0,0,0,4,7,1360,800,1983,0,98056,47.5122,-122.181,1880,8022,Com Porão,12.779875885354993,7.6783263565068856,8.911664758049536
09-09-2014,698000.0,3,2,2640,11957,1.5,0,0,3,9,2260,380,1978,0,98052,47.6491,-122.12,2640,12641,Com Porão,13.455975814408239,7.878912912297133,9.38915578944085
16-06-2014,566000.0,4,2,2170,7737,2.0,0,0,3,8,2170,0,1987,0,98074,47.637,-122.029,1850,8869,Sem Porão,13.246351123968212,7.682943169878292,8.953898535260459
23-07-2014,449950.0,3,2,1530,3840,2.0,0,0,3,8,1530,0,1994,0,98029,47.5691,-122.007,1720,3985,Sem Porão,13.016893966928787,7.333676395657684,8.253488028345904
16-01-2015,404600.0,3,1,1570,7727,1.0,0,2,4,8,1270,300,1958,0,98056,47.4821,-122.192,2440,7727,Com Porão,12.910656675289594,7.359467638255621,8.952605375892354
24-06-2014,258000.0,3,1,1490,7435,1.0,0,0,3,7,1120,370,1969,0,98198,47.368,-122.314,1490,7530,Com Porão,12.460718739865236,7.307202314764738,8.914088348841334
29-04-2015,415000.0,4,2,1960,10559,2.0,0,0,4,7,1960,0,1955,0,98133,47.7494,-122.337,1580,7769,Sem Porão,12.936036208848487,7.581209826196346,9.264828557260252
12-08-2014,320000.0,4,2,2190,9020,2.0,0,0,3,8,2190,0,1978,0,98032,47.3742,-122.284,2170,8400,Sem Porão,12.676079399771027,7.692113339595466,9.107310471656639
26-11-2014,295000.0,3,2,1690,4102,2.0,0,0,3,7,1690,0,2003,0,98038,47.3552,-122.015,1830,4733,Sem Porão,12.59473402514672,7.43307534889858,8.319473692442186
27-05-2014,389000.0,5,2,2330,10750,1.0,0,0,4,7,1190,1140,1962,0,98028,47.7325,-122.245,1830,10180,Com Porão,12.871337193291367,7.754052639035757,9.282754052485227
21-08-2014,299900.0,3,1,1470,27000,1.0,0,0,3,7,1470,0,1958,0,98198,47.3943,-122.311,2230,14186,Sem Porão,12.611207699176356,7.293697720601438,10.203629181337648
15-04-2015,394000.0,3,2,2550,5349,2.0,0,0,3,7,2550,0,2004,0,98038,47.3504,-122.026,2640,5400,Sem Porão,12.884108726347916,7.844240718141811,8.584851839890053
02-02-2015,762000.0,4,2,2130,5500,1.5,0,0,5,7,2130,0,1939,0,98033,47.6807,-122.199,1490,6000,Sem Porão,13.54370314700388,7.664346632098617,8.612685172875459
13-06-2014,697000.0,4,2,3650,48351,1.5,0,0,4,8,3650,0,1978,0,98077,47.7632,-122.089,2820,53143,Sem Porão,13.454542124461861,8.202756381655638,10.786262865072466
30-03-2015,485000.0,3,2,3340,70131,2.0,0,0,3,9,2420,920,1994,0,98022,47.2666,-122.015,2760,116740,Com Porão,13.091906231773164,8.114025442356757,11.15813445959002
08-10-2014,189900.0,2,1,800,5600,1.0,0,0,5,6,800,0,1955,0,98056,47.4959,-122.172,1100,6000,Sem Porão,12.15425816271595,6.68586094706836,8.630700432209832
05-01-2015,2150000.0,3,2,3470,9610,3.0,1,4,3,11,3470,0,1989,2000,98034,47.7205,-122.26,4130,11875,Sem Porão,14.580978865220017,8.152198015861787,9.170663554823284
18-11-2014,345000.0,3,1,1030,6969,1.0,0,0,4,6,1030,0,1921,0,98108,47.5492,-122.3,1420,6000,Sem Porão,12.75130259456002,6.93828448401696,8.84937050375457
29-07-2014,376500.0,3,2,1630,7800,1.0,0,0,5,7,1630,0,1950,0,98125,47.7326,-122.307,1470,7800,Sem Porão,12.838675982261055,7.396948602621014,8.962007209588313
24-10-2014,775000.0,3,2,2010,7017,2.0,0,3,3,7,2010,0,1951,1988,98115,47.6828,-122.267,2450,6045,Sem Porão,13.560619598657233,7.606387389772652,8.85623355614316
16-10-2014,450000.0,3,1,1360,3737,1.5,0,0,4,6,1360,0,1910,0,98107,47.6751,-122.362,1820,4500,Sem Porão,13.017005083966255,7.215975002651466,8.226305988015508
10-12-2014,760000.0,4,2,2040,8315,1.0,0,0,4,8,1480,560,1958,0,98177,47.7077,-122.371,2330,8940,Com Porão,13.541075028051122,7.621195162809845,9.025936648977904
07-10-2014,569000.0,4,2,2830,10954,2.0,0,0,3,8,2830,0,2003,0,98065,47.5396,-121.882,2470,10443,Sem Porão,13.251637470576167,7.9483852851118995,9.301551252029567
17-09-2014,500000.0,3,1,2040,6750,1.0,0,0,3,7,1280,760,1950,0,98117,47.7013,-122.369,1970,6750,Com Porão,13.122365377402328,7.621195162809845,8.81744592104187
11-12-2014,592500.0,2,2,1340,5350,1.5,0,0,3,8,1340,0,1941,0,98199,47.6384,-122.403,2210,5350,Sem Porão,13.292107839753712,7.201170883281678,8.585038738311304
04-03-2015,620000.0,4,2,2130,9139,2.0,0,0,3,9,2130,0,1988,0,98029,47.5648,-122.01,2150,8178,Sem Porão,13.3374763699232,7.664346632098617,9.120415664448196
15-05-2014,1000000.0,5,4,3920,16258,2.0,0,0,3,9,2900,1020,1990,0,98004,47.5871,-122.192,2540,12131,Com Porão,13.815511557963774,8.27410200229233,9.696401880595555
19-03-2015,815000.0,3,2,2415,2186,2.0,0,1,3,9,2415,0,1981,0,98033,47.6506,-122.202,2660,2165,Sem Porão,13.610944619216111,7.789868559054706,7.690286020676768
23-03-2015,775000.0,5,2,3750,12077,2.0,0,4,3,10,3750,0,2005,0,98038,47.3525,-122.002,3120,7255,Sem Porão,13.560619598657233,8.229777750081887,9.399140894867847
16-07-2014,340000.0,3,1,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6169,-122.062,1230,7500,Sem Porão,12.73670383776449,6.918695219020472,8.922791623969637
15-09-2014,458000.0,2,1,990,5850,1.0,0,0,4,6,990,0,1942,0,98125,47.7132,-122.321,840,6110,Sem Porão,13.034626646500051,6.898714534329988,8.674367865788236
17-09-2014,250000.0,2,1,1200,5773,2.0,0,0,3,7,1200,0,1985,0,98055,47.4723,-122.19,1530,4576,Sem Porão,12.429220196836383,7.0909098220799835,8.661120360222881
09-10-2014,151600.0,2,1,1060,16988,1.0,0,0,3,6,1060,0,1954,0,98058,47.4305,-122.157,2320,10580,Sem Porão,11.929007348474721,6.966967138613983,9.740321354781914
27-05-2014,515000.0,4,2,3200,6473,2.0,0,0,3,7,3200,0,2005,0,98059,47.5012,-122.15,2480,6140,Sem Porão,13.151924121391561,8.071218539969863,8.775549434486189
27-03-2015,216000.0,2,1,1810,10360,1.0,0,0,3,6,1010,800,1946,0,98178,47.5039,-122.266,1810,10360,Com Porão,12.283038316285214,7.501634457883413,9.245804036251752
09-03-2015,245000.0,3,1,1670,24650,1.0,0,0,4,7,1670,0,1974,0,98022,47.1764,-122.026,1810,19465,Sem Porão,12.409017571151187,7.421177528595393,10.112572746599298
25-06-2014,645000.0,3,2,1850,16960,1.0,0,2,4,8,1850,0,1953,0,98177,47.7128,-122.365,2470,13761,Sem Porão,13.377007146164305,7.523481312573497,9.738671869871839
03-09-2014,249900.0,3,1,1100,5000,1.0,0,0,3,7,1100,0,1960,0,98118,47.5433,-122.283,1020,5000,Sem Porão,12.428820118415677,7.00397413672268,8.517393171418904
09-07-2014,410000.0,3,1,1660,6250,1.0,0,0,3,7,830,830,1980,0,98116,47.5859,-122.385,1660,5750,Com Porão,12.923914877701906,7.415175109613295,8.740496729931813
29-05-2014,790000.0,5,3,2900,12160,1.0,0,0,4,8,1890,1010,1967,0,98005,47.6154,-122.168,2590,12160,Com Porão,13.579789490265188,7.972810784121404,9.405989388981
05-08-2014,925000.0,4,2,2670,5100,2.0,0,0,3,8,1940,730,1929,2010,98117,47.6768,-122.39,1470,4080,Com Porão,13.73755009757506,7.890208213109961,8.537191877922927
25-06-2014,152000.0,3,1,1090,3264,1.0,0,0,4,6,1090,0,1969,0,98092,47.3155,-122.182,1090,3330,Sem Porão,11.931642378754141,6.994849985833071,8.09101504171053
23-09-2014,402000.0,3,2,1970,12205,2.0,0,0,4,8,1970,0,1990,0,98011,47.7397,-122.209,2640,9636,Sem Porão,12.904209855160254,7.58629630715272,9.40968291310444
26-03-2015,340000.0,2,2,1250,1178,2.0,0,0,3,7,980,270,1996,0,98136,47.5426,-122.387,1270,1242,Com Porão,12.73670383776449,7.1316985104669115,7.072421900537371
26-03-2015,1250000.0,4,2,4040,11350,2.0,0,2,4,10,3690,350,1984,0,98006,47.559,-122.162,3770,12382,Com Porão,14.038654909278163,8.304247465078474,9.337061124755339
17-11-2014,775000.0,4,2,3220,38448,2.0,0,0,3,10,3220,0,1993,0,98053,47.6854,-122.053,3090,38448,Sem Porão,13.560619598657233,8.0774471493312,10.55708796679324
19-03-2015,299800.0,2,1,1310,2814,1.0,0,0,3,6,810,500,1944,0,98126,47.5185,-122.376,1300,1344,Com Porão,12.61087420020211,7.1785454837637,7.942717540573791
08-09-2014,340000.0,4,2,2060,8400,1.0,0,0,3,7,1300,760,1960,0,98178,47.4984,-122.23,1990,7383,Com Porão,12.73670383776449,7.630946580890459,9.036106025364846
02-05-2014,626000.0,3,2,1750,1572,2.5,0,0,3,9,1470,280,2005,0,98102,47.6498,-122.321,2410,3050,Com Porão,13.347107247525049,7.467942332285852,7.360739903058278
07-10-2014,324950.0,2,1,1150,9186,1.0,0,0,3,7,1150,0,1946,0,98168,47.5081,-122.33,1390,10690,Sem Porão,12.691429680714283,7.048386408721883,9.125544720271467
23-02-2015,535500.0,3,2,2050,4976,2.0,0,0,3,8,2050,0,1994,0,98029,47.5689,-121.995,2050,5153,Sem Porão,13.19095803628183,7.62608275807238,8.512582578858554
05-09-2014,817500.0,3,3,3230,7639,2.0,0,0,3,10,3230,0,1999,0,98074,47.6338,-122.063,3230,7772,Sem Porão,13.614007404994387,8.080546965824498,8.941152882160566
12-08-2014,810000.0,4,3,4170,4322,2.0,0,0,3,9,2940,1230,2005,0,98074,47.6136,-122.041,2970,4922,Com Porão,13.60479076121576,8.335911094196945,8.371704884667631
08-04-2015,565000.0,5,1,1940,3430,1.5,0,0,4,6,1220,720,1926,0,98117,47.6853,-122.362,1830,4120,Com Porão,13.244582780038517,7.57095858316901,8.14060704285845
25-11-2014,978000.0,3,1,2390,4000,1.5,0,0,3,9,1690,700,1936,0,98105,47.6604,-122.28,2350,4000,Com Porão,13.79326597151132,7.779466967458324,8.294299608857235
12-01-2015,530000.0,3,1,1440,27505,1.0,0,0,3,8,1440,0,1951,0,98177,47.7553,-122.37,2430,16400,Sem Porão,13.180634172318978,7.273092595999522,10.222159441674654
07-10-2014,305000.0,4,2,2230,6487,2.0,0,0,3,7,2230,0,2003,0,98092,47.3287,-122.169,2230,6882,Sem Porão,12.628070334272698,7.7102051944325325,8.77770959579525
09-06-2014,345000.0,3,2,1210,1420,3.0,0,0,3,8,1210,0,2008,0,98103,47.6977,-122.349,1190,1407,Sem Porão,12.75130259456002,7.099201743553092,7.259116128097101
19-02-2015,258000.0,2,2,750,6553,1.5,0,2,3,7,750,0,1945,0,98178,47.4982,-122.221,1140,7500,Sem Porão,12.460718739865236,6.621405651764134,8.787830829258759
30-03-2015,275000.0,4,1,1770,7345,1.5,0,0,3,7,1770,0,1966,0,98106,47.5393,-122.351,1580,7345,Sem Porão,12.524530013005734,7.479299637782834,8.901911226379612
24-03-2015,310000.0,3,1,1020,55756,1.0,0,0,3,7,1020,0,1961,0,98042,47.3836,-122.082,1490,12745,Sem Porão,12.644330802262578,6.928537818164665,10.928758241978418
03-06-2014,713250.0,3,2,2050,9000,1.0,0,0,4,7,2050,0,1951,0,98040,47.5885,-122.245,2910,8856,Sem Porão,13.47758867110771,7.62608275807238,9.105090961257085
08-05-2015,500000.0,3,1,2000,21780,1.0,0,0,3,8,1480,520,1978,0,98074,47.6064,-122.039,2000,45738,Com Porão,13.122365377402328,7.601402334583733,9.988793309115229
11-09-2014,472000.0,3,1,2180,7200,1.0,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140,Com Porão,13.064736383209516,7.687538766201629,8.881975184248867
11-07-2014,250000.0,3,1,920,4429,1.0,0,0,3,7,920,0,1952,0,98118,47.5369,-122.291,1320,7860,Sem Porão,12.429220196836383,6.825460036255307,8.39615486303918
02-10-2014,725000.0,4,2,3440,14237,2.0,0,0,3,9,3440,0,1982,0,98077,47.7241,-122.065,3250,18365,Sem Porão,13.493928313146206,8.14351740579748,9.563669725663818
29-06-2014,345000.0,3,2,1610,15005,1.0,0,0,4,7,1610,0,1986,0,98014,47.6886,-121.911,1610,15479,Sem Porão,12.75130259456002,7.384610383176974,9.616205400105674
15-01-2015,460000.0,3,1,1870,15685,1.0,0,0,3,7,1470,400,1936,0,98133,47.723,-122.353,1340,7620,Com Porão,13.038983942375959,7.534228326274089,9.660523873772611
02-06-2014,440150.0,2,1,1110,6800,1.0,0,0,5,7,1000,110,1947,0,98133,47.7184,-122.355,1410,6963,Com Porão,12.994873128839215,7.01301578963963,8.824824939175638
04-11-2014,390000.0,3,1,2200,8036,1.0,0,0,3,7,1270,930,1978,0,98011,47.7763,-122.209,1850,7563,Com Porão,12.873904582205107,7.696667081526462,8.991811158212718
04-05-2015,375000.0,2,1,790,5120,1.0,0,0,3,6,790,0,1950,0,98136,47.557,-122.395,1250,5120,Sem Porão,12.834683971615659,6.673297967767654,8.54110501146255
11-12-2014,224950.0,3,1,1630,9282,1.0,0,0,4,7,1630,0,1963,0,98022,47.2021,-122.002,1420,9282,Sem Porão,12.323637879691756,7.396948602621014,9.135940049399933
29-08-2014,480000.0,3,1,2100,67269,1.0,0,0,4,7,1220,880,1949,0,98028,47.7592,-122.23,1610,15999,Com Porão,13.081543466215237,7.650168700845001,11.116469651019651
26-03-2015,721000.0,4,2,2690,5400,2.0,0,0,3,7,2210,480,1940,2009,98117,47.6963,-122.367,1620,5400,Com Porão,13.488395803228677,7.897668150726906,8.594339400592892
26-08-2014,174000.0,2,1,600,4854,1.0,0,0,5,6,600,0,1922,0,98168,47.4927,-122.28,1470,5000,Sem Porão,12.066816325306588,6.398594934535208,8.487764380725425
19-11-2014,170000.0,2,1,810,9882,1.0,0,0,3,6,810,0,1944,0,98178,47.4925,-122.239,950,7200,Sem Porão,12.04355959836804,6.698268054115413,9.198571388376184
15-01-2015,658000.0,3,1,1660,3190,1.5,0,0,3,7,1660,0,1919,0,98109,47.6368,-122.351,2200,3240,Sem Porão,13.396961730063138,7.415175109613295,8.068089626278244
27-03-2015,860000.0,3,2,1880,8494,1.0,0,0,4,7,1200,680,1968,0,98004,47.6217,-122.192,1290,9128,Com Porão,13.664688831019712,7.53955882930103,9.047233034106032
18-06-2014,407450.0,4,1,2310,68824,2.0,0,0,4,7,2310,0,1968,0,98010,47.3354,-122.031,2020,39900,Sem Porão,12.917675959034224,7.745435610274381,11.139322330010808
30-01-2015,615000.0,4,1,2650,34000,2.0,0,0,4,7,2650,0,1930,0,98028,47.7516,-122.237,1960,34000,Sem Porão,13.329379172803593,7.8826922062890254,10.434145214930487
07-04-2015,920000.0,4,3,3130,12381,2.0,0,0,3,9,3130,0,1995,0,98006,47.5599,-122.118,3250,10049,Sem Porão,13.732130035981154,8.049107721326406,9.423999084079178
10-07-2014,195000.0,2,1,860,10400,1.0,0,0,4,6,860,0,1983,0,98042,47.3682,-122.096,1390,9086,Sem Porão,12.180759965737863,6.7580945044277305,9.249657234353133
18-07-2014,269950.0,3,1,990,9950,1.0,0,0,5,7,990,0,1961,0,98056,47.5104,-122.171,1370,9260,Sem Porão,12.505995740029274,6.898714534329988,9.205428327615163
19-01-2015,855000.0,4,3,4030,1024068,2.0,0,0,3,10,4030,0,2006,0,98045,47.4619,-121.744,1830,11700,Sem Porão,13.658857917508856,8.301769763117166,13.83929446512397
10-09-2014,620000.0,3,2,1780,1429,3.0,0,0,3,8,1570,210,2007,0,98109,47.6413,-122.346,1470,1799,Com Porão,13.3374763699232,7.484930283289661,7.265429723253953
09-12-2014,276000.0,2,2,1480,6075,1.0,0,0,5,7,740,740,1919,0,98118,47.5317,-122.276,1230,6053,Com Porão,12.52815976788113,7.300472814267799,8.712101863715663
06-08-2014,329000.0,3,1,1140,5258,1.5,0,0,3,6,1140,0,1911,0,98146,47.5122,-122.383,1140,5280,Sem Porão,12.703816069256568,7.039660349862076,8.567696173589344
07-10-2014,270000.0,3,1,1230,7500,1.0,0,0,3,7,1230,0,1962,0,98198,47.4202,-122.331,1260,7800,Sem Porão,12.506180941677357,7.115582126184454,8.922791623969637
13-11-2014,440000.0,4,2,3080,10646,2.0,0,0,3,9,3080,0,1993,0,98042,47.3828,-122.148,2740,9994,Sem Porão,12.994532278619134,8.033009498596668,9.273033441314606
03-10-2014,639000.0,4,2,1990,8034,2.0,0,0,4,10,1990,0,1989,0,98029,47.561,-122.018,2580,8034,Sem Porão,13.367661298303675,7.596392304064196,8.991562278171614
01-10-2014,585000.0,3,2,1700,1156,2.0,0,2,3,9,1320,380,2002,0,98119,47.6373,-122.369,1710,1686,Com Porão,13.279368835614243,7.438971592395862,7.053585727193677
26-08-2014,216000.0,2,1,860,9000,1.0,0,0,4,6,860,0,1942,0,98168,47.4801,-122.315,990,9975,Sem Porão,12.283038316285214,6.7580945044277305,9.105090961257085
11-09-2014,1150000.0,3,2,3160,24437,1.0,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131,3990,11977,Com Porão,13.955273369904273,8.058643712215618,10.103894576876467
16-04-2015,575000.0,3,2,2500,30056,1.0,0,0,5,8,1840,660,1954,0,98166,47.4468,-122.337,2500,30000,Com Porão,13.26212705890841,7.824445930877619,10.310850857927372
14-11-2014,430000.0,4,2,3000,9460,2.0,0,0,3,9,3000,0,2001,0,98031,47.3959,-122.211,3000,8450,Sem Porão,12.971542813248437,8.006700845440367,9.154933364704444
24-03-2015,660000.0,2,1,1670,8195,1.0,0,0,3,7,1670,0,1954,1975,98033,47.6627,-122.192,1980,7500,Sem Porão,13.399996629152975,7.421177528595393,9.011401509358791
13-04-2015,338000.0,2,1,690,6400,1.0,0,0,3,6,690,0,1943,0,98126,47.5287,-122.367,1000,6400,Sem Porão,12.73080413304066,6.53813982376767,8.764209507142004
29-05-2014,400000.0,4,2,1240,3867,1.0,0,0,3,7,800,440,1987,0,98125,47.7157,-122.284,1150,7733,Com Porão,12.899222326086994,7.123672785204607,8.260492856573185
20-02-2015,210000.0,2,1,900,5000,1.0,0,0,5,6,900,0,1930,1990,98022,47.2008,-121.995,1150,5000,Sem Porão,12.25486757159303,6.803505257608338,8.517393171418904
22-05-2014,305000.0,4,1,2200,8100,1.5,0,0,5,6,1400,800,1942,0,98168,47.4945,-122.303,1520,8100,Com Porão,12.628070334272698,7.696667081526462,8.999742789830492
